StudentID,Programme code,Study plan,Description,EC taken,Start Date,Graduation date,MSc duration,Specialisation,thesis_grades,Code ondersch.,Formele omschr.,Pract. Onderzoek & Rapp.,Propedeusethese,Wetens. en Stat. Redeneren,3 Casussen Klin. Neuropsych.,3 Casussen Ontw. psych.,3 casussen Psychodiagn.,3 casussen Psychodiagn. KNP,Actieonderzoek in Organisaties,"Adolescent Development, Psycho",Adv. Study Indiv. Diff.,Adv. Topics Cogn. Neurosc.,Adv. Topics Lang. & Mem.,Adv. Topics in Cogn. Dev.,Adv./Team Dynam. & Perform.,Advanced LISREL,Advanced Programming,Advanced Topics: MOVP,Adviesvaardigheden,Affect/Em.Res: Soc.Nat.Em.,Antisoc Gedr  Kind.&Jeugd.,Appl. Cont. Multivar. An.,Applied Research,Automatic. Cogn. & Gedr.,Automaticity Cogn & Behav.,Bas Princ Stereotyp Discr,Basic Affective Processes,Beoord. & Besliss. in Org.,Beoord. Soc.Competentie,Big Data Analitics and Vis.,Brain Dev. Plast. Repair,Brain Rhythms and Cognition,Brain Rythms and Cognition,Calculus,Coaching,Cog. Model for Cog. Neuro.,Cogn. Neuroscience Aging,Cogn.Electrophys Meth,Cognitie van Meertaligen,Coll. stagebijeenk. KNP,Collect. Masterth.bijeenk.,Collectieve Stagebijeenk.,Colloquia,Colloquia (master),Computational Modeling,Conflict en Coöperatie,Connectionistic Models,Connectionistische Mod. 2,Consc. & Unconsc Proc 1,Creativiteit in Organisaties,"Cult.Psy: Emo, Cult & Lang",Cult.Psy: Migr. & Accult.,Cultuur en gezondheid,Cur.Deb. in Emb. Cognition,Curr. Deb. Cogn./Affect,Curr. Deb. Motiv/Soc.Cogn.,Current Deb. Att/Decis.m,Current Iss. Ch Ad. Dev.,Current deb. Automatic Proc,Current debates Emotion Res.,Current debates Intergrp Rel.,Data-analyse Gezondheidsgedrag,Deception and Lie detection,Des. Tests/Psy Questionn.,Design. Interv/Survey Sch.,Determ. Gezondh.gedr.,Determinanten van Gez.,Dev. Psychopathology,Developmental Neuroscience,Diagn. 2 Ontw.Psych.,Doelen en Verleidingen,Emotional Mem & Psychopat,Emotionele Beïnvloeding,Ev.-based Werken Kl.Prak.,Exp & NeuroSc App in SocPsy,Exp.Ps.path.1:Cogn.Beh.Pr.,Experimental Psychopath.,Explanatory IRT,Fit & Adaptability at work,Flankerend Onderwijs KLOP,Flankerend: Verd. Schoolpsych,Genetic Analysis in Psych,Gez. bevordering Interv.,Gezondheidsbevordering & Inter,Good Research Practices,"Good Science, Bad Science",Grensgebieden vd Kli. Ps.,Group Life:Past Pres Fut.,How Ev. Based are Psy. Tr.,Inl. Sport & Prestatiepsy.,Internal. Stoornissen PAG,Internalis. Stoornissen PAG,Interpersonal Focus on Psychop,Interv. Sport & Prest.Psy,Interv.pr.2 (KLOP): K&J,Interventiepr.2 (OPS): K&J,KFP: Etiologie&Assessment,KFP: Interventies,Keuzeonderwerp Gez.gedr.,Keuzevak Master,Klin. Practicum Leerprobleme,Klin.For.Psy: Ass.& Risico,Klin.For.Psy: Behandeling,Kritisch Denken id Sportpsych.,LISREL,Leadership,Learning & Mot in Psypath,Literatuuropdr. Gezondh. gedr,Literatuuropdracht T&D,MAPS,MI01,MI02,MI03,MI04,Masterstage A&O,Masterstage Bijeenk. G&G,Masterstage Brein & Cognitie,Masterstage Gedr. & Gez.,Masterstage Klin. For.,Masterstage Ontw. Psych.,Masterstage Psy.Methodenl.,Masterstage Sociale Beïnvloe,Masterstage Sociale Psych.,Masterstage Sport & Prestati,Masterstage T&D,Masterthese A&O,Masterthese Brein & Cognitie,Masterthese Gedr. & Gez.,Masterthese Kli. Ontw. Ps.,Masterthese Klin. Neurops.,Masterthese Klin. Psy.,Masterthese Ontw. Psych.,Masterthese Psy Methodenl.,Masterthese Sociale Psych.,Masterthese Sport & P.,Masterthese Training & Devel,Mastertheseconcept A&O,Mastertheseconcept B&C,Mastertheseconcept GG,Mastertheseconcept KLOP,Mastertheseconcept KNP,Mastertheseconcept KP,Mastertheseconcept SP,Mastertheseconcept Sport,Mathematical Statistics,Measurement Invariance,Med. Ps.: Kind./Jongeren,Med. Psy.: Volw/Oud,Meta-Analysis,Methodological Advice,Meting van Attitudes & Gedrag,Model Evaluation,Modellen van Gezondheidsgedrag,Modern Test Theory,"Multilev, Meta-Regr & N=1",Multivariate Analysis,Network Analysis,Network Models,NeuroImaging 1,NeuroImaging: Pattern Analysis,Neuroimaging & Psychopath.,Neurologie,Neurologie / Ziekten vh Zenuw.,Neuropsych. Diagnostiek 2,Neuropsychol. revalidatie,Omgevingspsychologie,Onderz. Sport & Prest.Ps.,Onderz.meth. Gezondheidsgedrag,Onderzoeksm. gez.,Onderzoeksstage KLOP,Onderzoeksstage Klin. Psy.,Ontwerpen,Ontwikk. van Trainingen,Ontwikkelen en Ev. v. Int.,P.INV. K&J2: Interv.pract.,P.INV2: Angst & Depressie,P.INV2: Emoties & Hechting,P.INV2: Medische psychologie,P.INV2: Pers.stoornissen,Person & Organiz. (ResMas),Personality Disorders,Personeelsselectie,Philosophy of Psychology,Pract. Course Bayesian Model.,Pract. Klin.Psychodiagn.,Practicum Sociale Cognitie,Praktijk v Pers.st.,Praktijkstage KLOP,Praktijkstage Klin. Neuro.,Praktijkstage Klin. Psy.,"Prej., Stereot., Int Con",Pro-Social Behavior & Volunt.,Pro-soc. Behav. & Altruism,Progr.sk..: R & Matlab,Progr.skills: Stimulus Present,Programming in Psy. Science,Programming in R,Programming: The Next Step,Pros. gedrag in werkrelat.,Prosoc. Gedr. Organ. (HRM),Ps. Processen Lich. Ziekte,Ps.Interv.2: relatie/gezin,Psy Interv 2:  Basis CGT,Psy. Interventies 2: Volw.,Psy. physiol. Experiment.,Psy.Interv. 2: Med. Psych.,Psych. van de Politiek,Psych.Interv. 2: AngstSt.,Psych.Interv. 2: Erv.Ther.Depr,Psych.Interv. 2: Pers.St.,Psycho-endocrinologie,Psychofarmacologie,Psychology of Migration,Psychometrics,Psychotherapie 2,"Psychs. of Stress, Anxiety",RI01,Recl.VL&Con,Reflectieverslag,Res Master Internship B&C,Res Master's Thesis B&C,Res. Ma. Thesis Proposal,Res. Master Internship CP,Res. Master Internship DP,Res. Master Internship PM,Res. Master Internship SP,Res. Master Internship W&O,Res. Master's Thesis CP,Res. Master's Thesis DP,Res. Master's Thesis PM,Res. Master's Thesis SP,Res. Master's Thesis W&O,Resultaat ResMas >3jr vervalt,Schr./Onderz./An./Pres,Scient. Writing/Presenting,Scriptie A&O Psychologie,Scriptie Klinische Psych.,Scriptie Methodenleer,Scriptie Psychonomie,Scriptie Sociale Psych.,Self-Regulation at Work,Slaap/Waak Stoornissen,Sleep Cognition,Social Decision Making,Sociale Invl. Gez.gedrag,Sociale psych. v. emoties,"Sportpsychologie, verd. 1","Sportpsychologie, verd. 2",Sportpsychologie: focus deelg.,St./Delictgedr: Behand.,St.Delictg.: Ass./Risicot.,Stage A&O Psychologie,Stage Klinische Psych.,Stage Methodologiewinkel,Stage Psychonomie,Statistics 1 (MA 1),Statistics 2 (MA 2),"Stereotypes, Pre. & Discr. X","Stereotypes, Prej & Discr",Stoorn./Delictgedr: Etiol.,Strategic Negotiation,Structural Equation Model.,Structural Equation Modeling 1,Structural Equation Modeling 2,Survey-onderz.n de Soc. Psy.,Surveyonderz.: Ontw./Uitv.,"TSP1:Voorl.,Recl.,Beïnvl.",TSP2: Interventies,"Talent, Expertise & Creat.",Thesebijeenk. Gez.gedr.,Toegep. Cognitieve Psych.,Track Gedrag & Gezondh,Track Klin. For. Psy.,Track Sport/Prestatie,Track Training & Dev,Trainerspract.: Cap. Sel.,Trainerspracticum,Valid. v Meetinstrumenten,Verdieping Schoolpsy.,Verdieping Sport/Prest. Psyc,Verslaving:Th./Behandeling,WG Praktijkstage KLOP,WG Praktijkstage KNP,Werkstuk A&O Psychologie,Werkstuk Klinische Psych.,Werkstuk Methodenleer,Werkstuk Psychonomie,Werkstuk Sociale Psych.,"Wet., Pseudowet., Contr.",Zelfregul.: Grondsl/Toep.,Zelfregulatie Gez.gedrag
30030647,4097,409725,M Psychologie,66.0,2015-09-01,2017-07-03,671,Spec Work & Organ. Psychology,8.0,,,,7.5,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,9.0,,,,,,,,,,,8.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209522,4097,409725,M Psychologie,46.0,2015-09-01,2017-10-31,791,Spec Work & Organ. Psychology,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18195284,4097,409725,M Psychologie,54.0,2014-09-01,2016-08-31,730,Spec Psychological Methods,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,9.5,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18557987,4097,409725,M Psychologie,60.0,2012-09-01,2014-03-31,576,Spec Social Psychology,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
30031844,4097,409725,M Psychologie,46.0,2015-09-01,2018-02-12,895,Spec Work & Organ. Psychology,0.0,,,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18311555,4097,409725,M Psychologie,60.0,2014-09-01,2015-08-31,364,Spec Work & Organ. Psychology,8.5,CL,cum laude,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.5,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18197744,4097,409725,M Psychologie,60.0,2014-09-01,2015-07-15,317,Spec Social Psychology,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,8.0,,,,,,,,,6.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18542513,4097,409725,M Psychologie,60.0,2013-09-01,2014-11-27,452,Spec Social Psychology,7.5,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
30005798,4097,409725,M Psychologie,60.0,2014-09-01,2016-05-27,634,Track Sport & Performance Psy,8.0,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,8.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,6.5,,,,,,,,,,,
30423161,4097,409725,M Psychologie,60.0,2011-09-01,2012-08-31,365,Track Sport & Performance Psy,9.0,CL,cum laude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
30002813,4097,409725,M Psychologie,99.0,2014-09-01,2016-07-13,681,General Psychology,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,8.0,,,,,,,,,7.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,
30046268,4097,409725,M Psychologie,60.0,2013-09-01,2015-01-29,515,Spec Social Psychology,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
30252392,4097,409725,M Psychologie,76.0,2010-09-01,2012-05-31,638,Track Clinical Forensic Psych,8.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,,,,,,,,,7.5,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
18247820,4097,409725,M Psychologie,72.0,2013-02-01,2015-08-31,941,Spec Clinical Psychology,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,8.0,,,,7.0,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30028688,4097,409725,M Psychologie,42.0,2016-09-01,2018-01-26,512,Work & Organisational Psych,0.0,,,6.5,,6.0,,,,,6.5,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18445604,4097,409725,M Psychologie,60.0,2010-09-01,2011-07-29,331,Spec Social Psychology,9.0,CL,cum laude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.5,,,,,,,,,,,,,,,,,,,,,,,8.5,
30423233,4097,409725,M Psychologie,60.0,2015-09-01,2017-08-30,729,Spec Work & Organ. Psychology,8.0,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30229847,4097,409725,M Psychologie,60.0,2014-09-01,2017-05-31,1003,Track Sport & Performance Psy,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,7.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,7.0,,,,,,,,,,,
18432026,4097,409725,M Psychologie,60.0,2013-09-01,2014-08-29,362,Spec Brain & Cognition,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,7.5,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
30365309,4097,409725,M Psychologie,60.0,2011-02-01,2012-01-31,364,Spec Social Psychology,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,8.5,7.5,,,,,,,,,,,,,,,,,,,,,,,
30010274,4097,409725,M Psychologie,66.0,2014-09-01,2016-06-07,645,Persuasive Communication,6.0,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,6.0,,,,,,,,,6.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18222233,4097,409725,M Psychologie,60.0,2013-09-01,2015-07-23,690,Spec Work & Organ. Psychology,8.0,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18644324,4097,409725,M Psychologie,63.0,2014-02-01,2015-09-02,578,Track Training and Development,7.5,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,7.5,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,
18240848,4097,409725,M Psychologie,60.0,2013-09-01,2015-05-11,617,Spec Work & Organ. Psychology,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,6.5,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025223,4097,409725,M Psychologie,60.0,2013-09-01,2016-02-12,894,Spec Social Psychology,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30008984,4097,409725,M Psychologie,60.0,2012-09-01,2013-08-30,363,Track Behaviour & Health,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,7.0,,,,,,,,,,6.5,,,,,,,,,,,6.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,7.0
